ctrl
w
ctrl
s
v
i
s
enter
i
n
p
u
t
right shift
f
i
l
e
ctrl
c
ctrl
v
enter
ctrl
s
f5
ctrl
v
ctrl
d
s
s
f5
c
x
backspace
backspace
c
a
backspace
h
a
n
g
e
space
t
o
space
c
r
e
a
t
e
space
a
space
f
i
l
k
e
backspace
backspace
backspace
backspace
backspace
backspace
backspace
t
h
e
space
f
i
l
e
space
i
f
space
n
o
t
space
f
o
i
backspace
u
n
d
e
backspace
enter
ctrl
a
v
ctrl
s
delete
delete
m
o
b
y
space
backspace
space
c
i
backspace
backspace
d
i
c
k
space
f
i
l
e
enter
ctrl
a
c
ctrl
v
ctrl
space
t
o
space
c
backspace
e
n
c
r
y
p
t
enter
p
r
i
n
t
space
a
space
m
e
s
s
a
backspace
backspace
backspace
backspace
backspace
backspace
backspace
backspace
backspace
backspace
backspace
backspace
backspace
backspace
backspace
backspace
backspace
backspace
c
h
a
n
g
e
space
t
o
space
p
r
i
n
t
space
a
space
m
e
s
s
a
g
e
space
backspace
backspace
backspace
backspace
backspace
backspace
backspace
backspace
backspace
space
s
u
c
c
e
s
s
space
m
e
s
s
a
g
e
space
backspace
space
i
f
space
t
h
e
space
f
i
l
e
space
s
u
backspace
backspace
i
s
space
e
n
c
r
y
p
t
e
d
enter
ctrl
s
f5
ctrl
v
ctrl
a
backspace
ctrl
a
v
ctrl
s
f5
ctrl
ctrl
c
ctrl
w
ctrl
w
w
w
ctrl
w
ctrl
w
ctrl
w
ctrl
a
c
b
o
o
k
space
o
f
space
g
e
n
e
s
y
s
backspace
backspace
backspace
s
i
s
space
backspace
.
space
backspace
t
backspace
backspace
space
t
x
t
enter
ctrl
a
c
x
c
c
delete
ctrl
v
ctrl
s
ctrl
s
f5
ctrl
ctrl
ctrl
ctrl
ctrl
ctrl
ctrl
ctrl
ctrl
ctrl
ctrl
alt
left
left windows
ctrl
left
n
space
space
h
n
b
space
m
space
m
space
ctrl
ctrl
ctrl
ctrl
left windows
right
ctrl
c
g
i
t
r
backspace
enter
s
s
h
space
right shift
g
i
t
right shift
@
g
i
t
h
u
b
.
c
o
m
enter
s
s
h
space
g
i
t
right shift
@
g
